timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-27T02:51:16,facter_repro,e9b287ee-924d-45d3-930d-e769568c2492,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11724.449556467938,0.23064536309095984,1.967216985156642e-05,51.68755933827125,195.62330881458522,20.0,0.16254621670982483,0.6363892532776632,0.06289712632731473,0.8618325963148016,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,60,machine,7.0255375426620565,0,12.368447098975437,62.28498018349397,N,1.0,0.0
