timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-27T03:51:33,facter_repro,5dbcae78-a400-4702-a87e-eaaccdb54302,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20439.31918691809,0.3431282945592031,1.6787657720948835e-05,51.54144198553285,156.84643982206248,20.0,0.28262052523863707,0.8898513757694246,0.10966594475649745,1.2821378457645598,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,9,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,4 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,60,machine,6.701414378701085,0,12.779073068074899,64.34991635964934,N,1.0,0.0
