timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-27T14:53:44,facter_repro,e0e7321b-55a1-4217-b6fc-572d477e2153,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,18086.917894073995,0.32271401798355337,1.7842399676579917e-05,53.718263316383734,151.43214625917665,38.0,0.2608189513493974,0.7605351973165639,0.18450343398252464,1.2058575826484867,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,120,machine,7.92537470272662,52.52602179083015,15.341795254689066,77.26273436710098,N,1.0,0.0
