timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-27T09:57:17,facter_repro,f5aabfb0-3f54-498c-8987-fa8d464075e8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,374.0128767469432,0.008184727203356938,2.1883543889037588e-05,50.06921154215001,209.8910654724176,38.0,0.0050255599378028724,0.02174348211699595,0.003814120776944974,0.030583162831743796,0.0,The Netherlands,NLD,overijssel,,,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,120,machine,4.297849462365591,70.81182795698925,8.451344086021503,42.631475387081025,N,1.0,0.0
