timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue,cloud_provider,cloud_region
2026-01-27T21:15:52,facter_repro,4b2f48a5-f052-4b27-b16e-fe7ee0c48246,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,10475.273974552052,0.2278578889549747,2.175197417351736e-05,115.56641479220504,144.25463012583964,38.0,0.324977712670481,0.4195842215004361,0.1068549484283268,0.8514168825992435,0.0,The Netherlands,NLD,overijssel,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,120,machine,16.35815108394615,49.438640053481045,10.378187374653663,52.25267424668593,N,1.0,0.0,,
2026-01-28T02:08:08,facter_repro,e907b773-8320-494b-856a-28924a874e3e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,28011.90349593386,0.4525988053185657,1.615737414575428e-05,50.664337620132805,131.72398336460964,38.0,0.38098493215819484,1.0244517292829514,0.2857501816381361,1.6911868430792898,0.0,The Netherlands,NLD,overijssel,Linux-5.14.0-570.76.1.el9_6.x86_64-x86_64-with-glibc2.34,3.11.14,3.2.1,18,Intel(R) Xeon(R) Platinum 8360Y CPU @ 2.40GHz,1,1 x NVIDIA A100-SXM4-40GB,6.1314,52.7909,120,machine,5.106838981838947,43.936650936650935,24.878864578865077,125.26284172353222,N,1.0,0.0,,
